id,original_filename,categorie,confidence,metoda_clasificare,processing_status,review_status,companie,material,data_expirare,producator,adresa_producator,extraction_model,extraction_status
3461,ä½°ä»è¾¾ CE 2030.11.4.pdf,CE,0.90,filename_regex,completed,OK,"Bestar Steel CO., LTD.","STEEL PIPE S235JR(H), S235JO(H), S235J2(H), S275JR(H), S275JO(H), S275J2(H), S355JR(H), S355JO(H), S355J2(H), S235NH, S355NH, S460NH; P195GH, P235GH, P265GH, 16Mo3, P235TR1, TR2, P265TR1, TR2, EN 10025-1:2004, EN 10210-1:2006, EN 10219-1:2006, EN 10216-1:2013, EN 10217-1:2019",04.11.2030,,"No.9 Xiangfu Road, Changsha City, Hunan Province, China.",vision:gemini-2.0-flash,success
3462,Catalog teava fara sudura producator LUZHENG - semnat.pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,"Shandong Luxing Steel Pipe Co., Ltd",Hot-rolled seamless steel pipe,,,"Add: Luxing Road, Qingdao City, Shandong Province, P.R.China",vision:gemini-2.0-flash,success
3463,Certificat CE PED 2014-68-EU teava fara sudura producator LUZHENG - semnat.pdf,CE,0.95,filename_regex,completed,OK,,Seamless pipes in ferritic steels,26.04.2026,,"No. 13-14, C District, Zhongrui Iron and steel Logistic Park, Qingzhou City Weifang City, Shandong Province, 262500 P. R. China",vision:gemini-2.0-flash,success
3464,ISO 14001 PETROUZINEX - comert + productie - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,25.08.2028,,"Bd. General Nicolae Dascalescu, Nr. 261, Loc. Piatra Neamt, Judetul Neamt, România",vision:gemini-2.0-flash,success
3465,ISO 45001 PETROUZINEX - comert + productie - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"QSCert, spol. s r.o.",,25.08.2025,,"C.P. Pajanského 1, 916 01 Bezovec, Slovak Republic",vision:gemini-2.0-flash,success
3466,ISO 9001 PETROUZINEX - comert + productie - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,26.08.2028,,"Bd.General Nicolae Dascalescu, Nr. 261, Loc. Piatra Neamt, Judetul Neamt, România",vision:gemini-2.0-flash,success
3467,ISO 9001 WEIFANG.pdf,ISO,0.99,filename+text_agree,completed,OK,"WEIFANG LUZHENG INDUSTRY AND TRADE CO.,LTD",,12.12.2028,,"No.13-14, C District, Zhongrui Iron and Steel Logistic Park, Qingzhou City, Weifang City/ 262500, Shandong Province, P.R. China",vision:gemini-2.0-flash,success
3468,MODEL - Declaratie de Conformitate si Certificat de Garantie semnat.pdf,DECLARATIE_CONFORMITATE,0.95,filename_regex,completed,OK,PETROUZINEX SRL,,,,"Piatra-Neamt, Str. Bulevardul General Nicolae Dascalescu, Nr.261",vision:gemini-2.0-flash,success
3469,Model certificat 3.1.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,PETROUZINEX,"Teava trasa 168,3x4mm, otel SL/SEAMLESS STEEL PIPES, conform EN10204 3.1",20.05.2025,,"North of East Section, West of Xinhua Road, Weifang City, Shandong Province, P.R.CHINA",vision:gemini-2.0-flash,success
3470,Certificat API 5L producator Huayang - semnat.pdf,ALTELE,0.95,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD.","Line Pipe Plain End, Steel Pipe",24.07.2027,,"Hope New District
Mengcun County
Cangzhou, Hebei
People's Republic of China",vision:gemini-2.0-flash,success
3471,Certificat CE PED producator Huayang - semnat.pdf,CE,0.99,filename+text_agree,completed,OK,"Hebei Huayang Steel Pipe Co., Ltd",welded steel tubes,08.10.2026,,"Hope New Area, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R. China, 061400",vision:gemini-2.0-flash,success
3472,Certificat de testare 3.1 MTC 508x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",Teava de otel LSAW EN10204-3.1,,,"ADD:MENGcun COUNTY,CANGZHOU CITY,HEBEI,CHINA",vision:gemini-2.0-flash,success
3473,Certificat de testare 3.1 MTC 711x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",LSaw Steel Pipe,,,"ADD:MENGcun COUNTY CANGZHOU CITY HEBEI, CHINA",vision:gemini-2.0-flash,success
3474,Certificat de testare 3.1 MTC 813x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",LSAW STEEL PIPE,20.12.2023,,"ADD:MENGUN COUNTY CANGZHOU CITY HEBEI, CHINA",vision:gemini-2.0-flash,success
3475,Declaratie grosime si rugozitate izolatie interioara producator Huayang (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.85,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD","Tevi izolate, grosime minima a stratului interior de izolatie de 100 microni si o rugozitate maxima de 10 microni",08.04.2025,,"Add:Mengcun Cangzhou, Hebei Province, China",vision:gemini-2.0-flash,success
3476,Declaratie uzilizare gaz natural cu continut de hidrogen producator Huayang (MODEL) - semnat.pdf,DECLARATIE_CONFORMITATE,0.95,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD","Țevi oferite pentru licitația ""Mihai Bravu"", CN1078286, Section 1, adecvate pentru utilizare în mediu de gaz natural cu un conținut de hidrogen de 20%.",,,Add:Mencun Cangzhou City Hebei Province China,vision:gemini-2.0-flash,success
3477,ISO 14001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R.China",vision:gemini-2.0-flash,success
3478,ISO 14001+45001 PETROUZINEX - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,09.12.2027,,"Bd. General Nicolae Dăscălescu, Nr. 261, Loc. Piatra Neamț, Județul Neamț, România
Str. Horia Cloșca și Crișan, Nr.17-19, Otopeni, Județul Ilfov, România",vision:gemini-2.0-flash,success
3479,ISO 45001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R.China",vision:gemini-2.0-flash,success
3480,ISO 9001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R China",vision:gemini-2.0-flash,success
3481,ISO 9001 PETROUZINEX - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,10.10.2027,,"Bd.General Nicolae Dascalescu, Nr.259A - 261, Loc. Piatra Neamt, Judetul Neamt, Romania",vision:gemini-2.0-flash,success
3482,Lista proiecte producator Huayang - semnat.pdf,ALTELE,0.95,ai,completed,OK,HUAYANG STEEL PIPE,"ERW, LSAW, Seamless steel pipes, diverse dimensiuni si standarde",,,,vision:gemini-2.0-flash,success
3483,MODEL - Declaratie de Conformitate si Certificat de Garantie semnat.pdf,DECLARATIE_CONFORMITATE,0.95,filename_regex,completed,OK,PETROUZINEX SRL,,,,"Piatra-Neamt, Str. Bulevardul General Nicolae Dascalescu, Nr.261",vision:gemini-2.0-flash,success
3484,Plan de inspectie si testare a acoperirii interne producator Huayang -semnat.pdf,ALTELE,0.95,ai,completed,OK,,"Conducte de otel cu protectie anticoroziva si izolatie termica, diverse dimensiuni si specificatii conform SR EN 10301/2004 & BS EN 10301/2003",11.04.2025,,,vision:gemini-2.0-flash,success
3485,Plan de inspectie si testare a productiei pentru acoperirea exterioara 3LPE producator HUAYANG - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,,"LSAW PIPE, ISO3183-L415NE, PSL2 SR EN, ISO 21809-1/2019 ,SR, EN 10301/2004, External Coating, Internal Coating, OD 24 inch, WT 12 mm, Length 24 m, 3LPE3.5mm, Black, min.100 microns, Black",,,,vision:gemini-2.0-flash,success
3486,Plan insepectie si testare acoperire externa 3LPE A0516 producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD","Acoperire externă anticorozivă 3LPE, Standard: ISO 21809-1",,,,vision:gemini-2.0-flash,success
3487,Plan inspectie si testare teava sudata longitudinal ITP LSAW producator Huayang - semnat.pdf,ALTELE,0.85,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD",Teava sudata longitudinal submersa ISO3183 PSL2 L415NE,09.04.2025,,,vision:gemini-2.0-flash,success
3488,Procedura de pregatire si fabricatie acoperire interna producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,,Materiale anti-corozive interne si tehnologie: SR EN 10301/2004 & BS EN 10301/2003,,,,vision:gemini-2.0-flash,success
3489,Specificatii procedurii de fabricatie teava sudata longitudinal SAWL producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD","Longitudinal Submerged Arc Welding Pipe, D610 x 12.5mm; D610 x 11.0mm; D610 x 8.8mm, ISO3183 PSL2, Grade L415NE",,,,vision:gemini-2.0-flash,success
3490,1cert_NIMFA_EN_RO.pdf,ISO,0.99,text_rules,completed,OK,,,24.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3491,2cert_NIMFA_EN_RO.pdf,ISO,0.99,text_rules,completed,OK,,,24.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3492,3cert_NIMFA_EN_RO.pdf,ISO,0.99,text_rules,completed,OK,,,29.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3493,AWWA C210_NIMFA_EN_RO_260223_125244.pdf,DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,AKMERMER DEMIR CELIK TIC.,"ȚEVI DE OȚEL, lungime 6-12m, diametru exterior 219mm-1625mm, grosime perete 4mm-16mm, standard AWWA C210-15",16.11.2026,,MALIKOY BAȘKENT OSB. MAH RECEP TAYYIP ERDOGAN BULV. NR.: 13 MALIKOY/ANKARA,vision:gemini-2.0-flash,success
3494,EN 10217-1_RO_260219_153142.pdf,DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,AKMERMER DEMIR CELIK TIC.,"Țevi de oțel, Lungime: 6 până la 12 m, Diametru exterior: 219 mm până la 1.625 mm, Grosimea peretelui: 4 mm până la 16 mm, EN 10217-1:2019",21.11.2026,,MALIKOY BAȘKENT OSB. MAH RECEP TATTIP ERDOGAN BULV. NR.: 13 MALIKOY/ANKARA,vision:gemini-2.0-flash,success
3495,EN 10289_RO.pdf,DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,,"Țevi din oțel sudate spiralat, lungime 6-12 m, diametru exterior 219,1-1625 mm, grosime perete 4-20 mm, EN 10289:2002",12.01.2028,,"Malikoy Bașkent OSB, Mah. Recep Tayyip Erdogan Bulv. Nr: 13 Malikoy/Ankara/Turcia",vision:gemini-2.0-flash,success
3496,EN 1090-1_NIMFA_EN_RO_260223_125207.pdf,DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,,"Componente din oțel portante până la EXC 3 conf. EN 1090-2, conform EN1090-1:2009+A1:2011",,,Malikoy Bașkent OSB. Mah. Recep Tayyip Erdogan Bulv. Nr: 13 Malikoy/Ankara/Turcia,vision:gemini-2.0-flash,success
3497,EPOXY 18521 KANEPOX LINING FREE_RO.pdf,CERTIFICAT_CALITATE,0.92,text_rules,completed,OK,KANAT,"18521 KANEPOX LINING FREE, produs de acoperire pe bază de poliamină epoxidică, alcalinitate în două componente",,,Kemalpașa O.S.B. Mah. Izmir Ankara Yolu No. 321 Kemalpașa - Izmir/TURCIA,vision:gemini-2.0-flash,success
3498,EPOXY 1852113010L KANAT KANEPOX_RO.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,KANAT PAINTS&COATINGS,KANEPOL LINING FREE C 3010 O.KIRMIZI,,,Kemalpasa O.S.B. Mah. Izmir Ankara Yolu No. 321 KEMALPAȘA 35170 İZMIR - TURCIA,vision:gemini-2.0-flash,success
3499,EPOXY_Certificat WRAS_RO.pdf,CERTIFICAT_CALITATE,0.92,text_rules,completed,OK,Kanut Paints and Coatings,"Acoperiri epoxidice colorate în crem sau roșu, bicomponente, aplicate din fabrică, formate din componenta A (18521) și componenta B (0362)",20.02.2029,,"Komalpașa OSB, Mah.500 Sok. No:321 Kemalpașa, TR-35 Turcia",vision:gemini-2.0-flash,success
3500,ISO 14001 Akmermer tradus.pdf,ISO,0.99,filename+text_agree,completed,OK,,,24.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3501,ISO 45001 Akmermer tradus.pdf,ISO,0.99,filename+text_agree,completed,OK,,,29.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3502,ISO 9001 Akmermer tradus.pdf,ISO,0.99,filename+text_agree,completed,OK,,,24.12.2026,,Bașkent OSB Recep Tayyip Erdogan Bulv. Nr: 13 TR-06378 Malikoy / ANKARA,vision:gemini-2.0-flash,success
3503,ISO_9001-2012_2028.pdf,ISO,0.99,filename+text_agree,completed,OK,NIMFA - COM SRL,,10.04.2028,,"BUCURESTI, str. Racari nr. 12A, CAMERA 2, bl. 43, sc.A, et. 4, ap. 24, sector 3
Popesti Leordeni, Soseaua de Centura nr. 107B, judetul ILFOV",vision:gemini-2.0-flash,success
3504,SAMPLE CE DECLARATION_RO.pdf,CE,0.95,filename_wins,completed,OK,,"Profile tubulare sudate pentru structuri, inclusiv țevi pentru piloni, EN 10025-2:2004 S235JR Ø273X8,00mm, EN 10219-1:2006",,,Bașkent OSB Mah. Recep Tayyip Erdogan Bulv. Nr. 13 Malikoy/Ankara 06909,vision:gemini-2.0-flash,success
3505,SAMPLE NIMFA COM_RO.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,NIMFA COM SRL,"Teava din otel sudată longitudinal Ø609.6 x 8.00 mm, Gradul: S235JR, Standard de specificații: EN 10217-1",,,,vision:gemini-2.0-flash,success
3506,AWWA C210.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,,"Steel pipes, Length 6 to 12 m, Outside Diameter 219 mm to 1.625 mm, Wall Thickness 4 mm to 16 mm, AWWA C210-15",16.11.2026,,MALIKÖY BAȘKENT OSB. MAH.RECEP TAYYİP ERDOĞAN BULV. NO:13 MALIKÖY/ANKARA,vision:gemini-2.0-flash,success
3507,CC- Akmermer.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,,"Steel pipes, Length 6-12m, Outside diameter 219mm-1.625mm, Wall thickness 4-16mm, AWWA C210-15 Liquid-Epoxy Coatings and Linings",16.11.2026,,MALIKÖY BAȘKENT OSB. MAH.RECEP TAYYİP ERDOĞAN BULV. NO:13 MALIKÖY/ANKARA,vision:gemini-2.0-flash,success
3508,CPR- eng- Akmermer.pdf,DECLARATIE_PERFORMANTA,0.90,text_rules,completed,OK,,"Load bearing steel components up to EXC 3 acc. EN 1090-2, EN1090-1:2009+A1:2011",,,Malıköy Bașkent OSB. Mah. Recep Tayyip Erdoğan Bulv. No:13 Malıköy/Ankara/Türkiye,vision:gemini-2.0-flash,success
3509,EN 10217-1.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,,"STEEL PIPES, Lungime: 6 to 12 m, Diametru exterior: 219 mm to 1.625 mm, Grosime perete: 4 mm to 16 mm, EN 10217-1:2019",21.11.2026,,MALIKÖY BAȘKENT OSB. MAH.RECEP TAYYİP ERDOĞAN BULV. NO:13 MALIKÖY/ANKARA,vision:gemini-2.0-flash,success
3510,EN 10289.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,,"Spiral Welded Steel Pipes, Length: 6 m to 12 m, Outside diameter: 219,1 - 1625 mm, Wall Thickness: 4 mm to 20 mm, EN 10289:2002",12.01.2028,,Malıköy Bașkent OSB. Mah. Recep Tayyip Erdoğan Bulv. No:13 Malıköy/Ankara/Türkiye,vision:gemini-2.0-flash,success
3511,EPOXY 18521 KANEPOX LINING FREE Rev No 11-ENG.pdf,CERTIFICAT_CALITATE,0.92,text_rules,completed,OK,KANAT,"18521 KANEPOX LINING FREE, vopsea epoxi-poliamina bicomponenta",,,Kemalpașa O.S.B. Mah. İzmir Ankara Yolu No:321 Kemalpașa - İzmir/TURKEY Phone: 0 232 878 95 00 Fax: 0 232 878 95 95 info@kanatboya.com.tr www.kanatboya.com.tr,vision:gemini-2.0-flash,success
3512,EPOXY WRAS Certificate - 18521 2029.pdf,CERTIFICAT_CALITATE,0.92,text_rules,completed,OK,WRAS,'18521 Kanepox Lining Free Cream or Red for use with Kanepox Hardener 0362',,,"Water Regulations Approval Scheme Ltd, Unit 13, Willow Road, Pen y Fan Industrial Estate, Crumlin, Gwent, NP11 4EG",vision:gemini-2.0-flash,success
3513,EPOXY [1852113010L][KANAT - KANEPOX LINING FREE C 3010 O.KIRMIZI - 1852113010L][3][en].pdf,CE,0.92,text_rules,completed,OK,KANAT,KANAT - KANEPOX LINING FREE C 3010 O.KIRMIZI 1852113010L,,,Kemalpașa O.S.B. Pas. ve San. A.Ș İzmir Ankara Yolu No.321 KEMALPAȘA İZMİR TURKEY,vision:gemini-2.0-flash,success
3514,SAMPLE CE DECLARATION OF CONFORMITY (System).pdf,CE,0.90,filename_regex,completed,OK,,"Welded structural hollow sections, including piling pipe for docks, foundation and pile driving, Ø273X8,00mm, EN 10219-1:2006, EN 10025-2:2004 S235JR",,,Bașkent OSB Mah. Recep Tayyip Erdoğan Bulv. No:13 Malıköy/Ankara 06909,vision:gemini-2.0-flash,success
3515,"SAMPLE NIMFA COM SRL MTC 25-153 Ã609,6 x 8,00 mm.pdf",CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,Akmermer boru,"SAW Steel Pipe, Ø609,6 x 8,00 mm, S235JR, EN 10204 3.1, EN 10217-1",11.07.2025,,,vision:gemini-2.0-flash,success
3516,Autorizatie Metal Trade-HALLS.pdf,AUTORIZATIE_DISTRIBUTIE,0.90,filename_regex,completed,OK,METALTRADE INTERNATIONAL SRL,"Teava din otel sudata elicoidal 1016x10.3, Teava din otel sudata elicoidal 406.4x8",14.05.2024,,"Galati, str. Calea Prutului, nr. 230, Jud. Galati",vision:gemini-2.0-flash,success
3517,DOC TUB PROTECTIE.pdf,ISO,0.83,text_rules,completed,OK,METALTRADE INTERNATIONAL SRL,,05.06.2026,,"Galati, strada Portului, nr. 56, biroul 17, et.1, judetul Galati
Galati, strada Bazinul Nou, nr. 20, Zona Libera, hala industriala/depozit vamal, judetul Galati
Galati, Calea Prutului, nr. 230 Prelungire Magazia 3, judetul Galati
Galati, teren",vision:gemini-2.0-flash,success
3518,FT.pdf,FISA_TEHNICA,0.99,filename+text_agree,completed,OK,METALTRADE INTERNATIONAL SRL,Teava sudata elicoidala,,,"Calea Prutului nr. 230, 800201 Galati, Romania",vision:gemini-2.0-flash,success
3519,ISO 45001 Metal Trade.pdf,ISO,0.95,filename_regex,completed,OK,METALTRADE INTERNATIONAL SRL,,05.06.2026,,"Galati, strada Portului, nr. 56, biroul 17, et. 1, judetul Galati",vision:gemini-2.0-flash,success
3520,ISO 9001 HALLS T..pdf,ISO,0.90,filename_regex,completed,OK,HALLS TRADING EDIL SRL,,19.07.2026,,"Str. Bucegi, Nr. 21, Construcția C2/1 Complex Birouri P+1, Focșani, Jud. Vrancea",vision:gemini-2.0-flash,success
3521,ISO 9001 Metal Trade.pdf,ISO,0.99,filename+text_agree,completed,OK,METALTRADE INTERNATIONAL SRL,,05.06.2026,,"Galati, strada Portului, nr. 56, biroul 17, et. 1, judetul Galati",vision:gemini-2.0-flash,success
3522,ISO`14001 Metal Trade.pdf,ISO,0.99,filename+text_agree,completed,OK,METALTRADE INTERNATIONAL SRL,,05.06.2026,,"Galati, strada Portului, nr. 56, biroul 17, et. 1, judetul Galati",vision:gemini-2.0-flash,success
3523,Model 3.1.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,METALTRADE INTERNATIONAL SRL,"Tevi sudate elicoidal neizolate, spirally welded steel pipes with bare surface, S355NH TC1, SR EN 10219",,,"GALATI, str. CALEA PRUTULUI nr.230",vision:gemini-2.0-flash,success
3524,Model D.C..pdf,DECLARATIE_CONFORMITATE,0.90,text_rules,completed,OK,METALTRADE INTERNATIONAL SRL,"Teava sudata elicoidal Ø1016X10.3, Teava sudata elicoidal Ø406.4X8, conform SR EN 10204",,,"GALATI, str. CALEA PRUTULUI nr 230",vision:gemini-2.0-flash,success
3525,Certificat API 5L producator Huayang - semnat.pdf,ALTELE,0.95,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD.","Line Pipe Plain End, Type of Pipe: HFW / Delivery Condition: R / Max. Grade: X65, X70; SAW / Delivery Condition: M / Max. Grade: X60, X52",24.07.2027,,"Hope New District
Mengcun County
Cangzhou, Hebei
People's Republic of China",vision:gemini-2.0-flash,success
3526,Certificat CE PED producator Huayang - semnat.pdf,CE,0.99,filename+text_agree,completed,OK,"Hebei Huayang Steel Pipe Co., Ltd",Welded steel tubes,08.10.2026,,"Hope New Area, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R. China, 061400",vision:gemini-2.0-flash,success
3527,Certificat de testare 3.1 MTC 508x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",Teava de otel LSAW EN10204-3.1,,,"ADD:MENGCUN COUNTY,CANGZHOU CITY HEBEI,CHINA",vision:gemini-2.0-flash,success
3528,Certificat de testare 3.1 MTC 711x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",LSAW STEEL PIPE,,,"ADD: MENGcun COUNTY CANGZHOU CITY HEBEI, CHINA",vision:gemini-2.0-flash,success
3529,Certificat de testare 3.1 MTC 813x8 HUAYANG (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.93,filename_regex,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD",LSAW STEEL PIPE,20.12.2023,,"ADD: MENG CUN COUNTY CANGZHOU CITY HEBEI, CHINA",vision:gemini-2.0-flash,success
3530,Declaratie grosime si rugozitate izolatie interioara producator Huayang (MODEL) - semnat.pdf,CERTIFICAT_CALITATE,0.85,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD","Tevi izolate, grosime minima a stratului interior de izolatie de 100 microni si o rugozitate maxima de 10 microni",08.04.2025,,Add:Mengcun Cangzhou City Hebei Province China,vision:gemini-2.0-flash,success
3531,Declaratie uzilizare gaz natural cu continut de hidrogen producator Huayang (MODEL) - semnat.pdf,DECLARATIE_CONFORMITATE,0.95,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD","tevi oferite pentru licitatia ""Mihai Bravu"", CN1078286, Sectiunea 1, adecvate pentru utilizare in mediu de gaz natural cu un continut de hidrogen de 20%.",08.04.2025,,Add:Mengcun Cangzhou City Hebei Province China,vision:gemini-2.0-flash,success
3532,ISO 14001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R.China",vision:gemini-2.0-flash,success
3533,ISO 14001+45001 PETROUZINEX - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,09.12.2027,,"Bd. General Nicolae Dăscălescu, Nr. 261, Loc. Piatra Neamț, Județul Neamț, România",vision:gemini-2.0-flash,success
3534,ISO 45001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R.China",vision:gemini-2.0-flash,success
3535,ISO 9001 Huayang - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,"Hebei HUAYANG Steel Pipe Co., Ltd.",,08.05.2028,,"Hope New District, Mengcun Hui Autonomous County, Cangzhou City, Hebei, P.R.China",vision:gemini-2.0-flash,success
3536,ISO 9001 PETROUZINEX - semnat.pdf,ISO,0.99,filename+text_agree,completed,OK,PETROUZINEX SRL,,10.10.2027,,"Bd.General Nicolae Dăscălescu, Nr.259A - 261, Loc. Piatra Neamț, Județul Neamț, România",vision:gemini-2.0-flash,success
3537,Lista proiecte producator Huayang - semnat.pdf,ALTELE,0.95,ai,completed,OK,HUAYANG STEEL PIPE,"ERW, LSAW, Seamless Steel Pipe",,,,vision:gemini-2.0-flash,success
3538,MODEL - Declaratie de Conformitate si Certificat de Garantie semnat.pdf,DECLARATIE_CONFORMITATE,0.95,filename_regex,completed,OK,PETROUZINEX SRL,,,,"Piatra-Neamt, Str. Bulevardul General Nicolae Dascalescu, Nr.261",vision:gemini-2.0-flash,success
3539,Plan de inspectie si testare a acoperirii interne producator Huayang -semnat.pdf,ALTELE,0.95,ai,completed,OK,,Conducte de otel cu protectie anticoroziva si izolatie termica conform SR EN 10301/2004 & BS EN 10301/2003,11.04.2025,,,vision:gemini-2.0-flash,success
3540,Plan de inspectie si testare a productiei pentru acoperirea exterioara 3LPE producator HUAYANG - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,,"LSAW PIPE, ISO3183-L415NE, PSL2 SR EN, ISO 21809-1/2019,SR, EN 10301/2004; External Coating: 3LPE3.5mm, black; Internal Coating: min.100 microns",,,,vision:gemini-2.0-flash,success
3541,Plan insepectie si testare acoperire externa 3LPE A0516 producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD","Acoperire externa anticoroziva 3LPE, Standard ISO 21809-1",,,,vision:gemini-2.0-flash,success
3542,Plan inspectie si testare teava sudata longitudinal ITP LSAW producator Huayang - semnat.pdf,ALTELE,0.85,ai,completed,OK,"HEBEI HUAYANG STEEL PIPE CO.,LTD",Teava sudata longitudinal submersa ISO3183 PSL2 L415NE,04.09.2025,,,vision:gemini-2.0-flash,success
3543,Procedura de pregatire si fabricatie acoperire interna producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,,Materiale anti-coroziune interne & tehnologie standard: SR EN 10301/2004 & BS EN 10301/2003,,,,vision:gemini-2.0-flash,success
3544,Specificatii procedurii de fabricatie teava sudata longitudinal SAWL producator Huayang - semnat.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,"HEBEI HUAYANG STEEL PIPE CO., LTD","Longitudinal Submerged Arc Welding Pipe, D610 x 12.5mm, D610 x 11.0mm, D610 x 8.8mm, ISO3183 PSL2, L415NE",,,,vision:gemini-2.0-flash,success
3545,1. CUI.pdf,CUI,0.95,filename_regex,completed,OK,VALROM INDUSTRIE SRL,"Fabricarea plăcilor, foliilor, tuburilor și profilelor din material plastic",,,"BUCUREȘTI, Sector 6, B-dul PRECIZIEI, Nr. 28",vision:gemini-2.0-flash,success
